Unnamed: 0,sentence,class
4759,"the use of telerobotics has several advantages, including increased safety, reduced costs, and the ability to operate in hazardous or inaccessible environments.",1
3435,"the layers are:physical layer: this layer is responsible for transmitting raw data between devices using physical connections like cables, wires, or radio signals.",1
4711,"some examples of popular trade books include novels such as harry potter and the hunger games, non-fiction books like the immortal life of henrietta lacks and the 7 habits of highly effective people, and memoirs such as becoming by michelle obama and educated by tara westover.",1
5982,this information can then be used to compromise the security of the system.,1
1390,"advocates of net neutrality believe that, since there are rather limited choices for broadband internet service, discrimination on the basis of web content could lead to a loss of freedom for consumers and providers alike.",0
1090,"indeed, robots may be the only way (for the foreseeable future) that humans are likely to explore environments far beyond earth ,.",0
7130,"critics of internet censorship argue that it infringes on freedom of expression and access to information, which are fundamental human rights.",1
315,"” this term, usually abbreviated topda, became a generic category with the introduction ofthe palm pilot, which first appeared in 1996, followed bythe seemingly ubiquitous rim blackberry in 1999.",0
7167,web hosting: web hosting services provide storage and access to websites and web applications over the internet.,1
6080,"the ascii character set includes uppercase and lowercase letters, digits, basic punctuation, and various control characters such as carriage return and line feed.",1
5002,"social networking and user-generated content tools: these tools enable users to create, share, and interact with content, and to connect with each other in new ways.",1
774,simulations are often used in training.,0
7315,"the machine code is then executed by the computer's processor, performing the operations specified in the source code.",1
2811,"in designing the abstract stack type, for example, one can focus on what a stack does and its essential functions.",0
2107,the hope is that anml will make it easy for applications to read these advisories.,0
3746,"these packages are designed to provide users with a range of essential tools for productivity, creativity, and entertainment.",1
4445,"the company has a reputation for innovation and quality, and its products are used by millions of people around the world.",1
6952,"the dom is accessed using scripting languages such as javascript, and provides a way for developers to manipulate the content and structure of web pages dynamically.",1
550,"in 1921, the czech playwright karel capek wrote a play called r. u. r. or rossum’s universal robots.",0
6117,"backdoors can be difficult to detect, as they are designed to remain hidden and bypass normal security controls.",1
2379,"when a user needs to load a webpage, a conversion must occur between what a user types into their web browser (www.",0
4573,"data analytics: supercomputers are used to process and analyze massive amounts of data, such as weather data, social media data, and financial data.",1
5935,"cost-effectiveness: digital libraries eliminate the costs associated with maintaining a physical library, such as building maintenance, staff salaries, and printing and shipping costs.",1
6742,"there are several advantages of using data abstraction in software development, including:simplifies complexity: data abstraction simplifies the complexity of a software system by breaking it down into smaller, more manageable components.",1
1267,"all these activities are made possible by “helper” software , that gives the web browser the capability to load and display or play files in special formats.",0
6185,"a typical bcp may include provisions for:emergency response and communication proceduresbackup and recovery of critical data and systemsalternative work locations and equipmentcontinuity of key business processestraining and awareness for employeesimplementing a bcp requires a comprehensive and ongoing effort to identify potential risks, evaluate their impact on business operations, and develop and test strategies to ensure continuity.",1
5848,a floppy disk is a type of magnetic storage device that was widely used in the late 20th century to store and transfer data between computers.,1
3856,"overall, php is a powerful and versatile language that has played a significant role in the development of the modern web.",1
1431,lists can be very useful for ordering or sorting data items and for storing them on a stack or queue.,0
5261,"one of the key features of linux is its open-source nature, which means that the source code is freely available for anyone to access, modify, and distribute.",1
4052,"individuals and organizations should also practice good cybersecurity hygiene, such as being cautious of suspicious emails, avoiding public wi-fi networks, and backing up important data.",1
5380,"information theory is a mathematical and computational theory that studies the quantification, storage, transmission, and processing of information.",1
2446,the security is increased; however‚ breaches can still occur (e. g. ‚cyberpunk getting hold of a password or access to a server who‚ with apassword‚ is given access to the extranet),0
70,"it specifies the physical connections between the computers, which can be anything from ordinary phone lines to cable, fiber optic, or wireless.",0
4963,"military and defense: vr can be used in military and defense for training purposes, simulations, and mission planning.",1
1527,"by the mid-2000 decade, the biggest intellectual property battles were not about esoteric program codes but rather revolved around how to satisfy the ordinary home consum-er’s appetite for music and video while preserving produc-ers’ revenues.",0
5441,"a hard drive is a non-volatile storage device used to store digital data, such as computer files and software applications.",1
0,"nlp is a multidisciplinary field that draws from linguistics and computer science, particularly artificial intelligence ,.",0
2834,"with regard to databases, ensuring data security includes the assignment and control of users’ level of access to sensitive data and the use of monitoring tools to detect compromise, diversion, or unauthorized changes to database files ,.",0
1705,jpeg’s abil-ity to store thousands of colors (unlike gif’s limit of 256) makes the format particularly suitable for the subtleties of photography.,0
6295,"however, it's important to note that a dmz is not a completely secure solution and does not provide full protection against all types of attacks.",1
7181,distributed computing frameworks: these frameworks provide a way to distribute computing tasks across multiple nodes in order to speed up processing.,1
1153,"a common solution is to combine the two structures, storing the linked list in a contiguous range of memory by storing its root in the middle of the range, its left child at the beginning of the range, its right child at the end, and then repeatedly splitting each portion of the range to store each level of children.",0
2515,"ipv6 fixes a number of problems in ipv4, such as the limited number ofavailable ipv4 addresses.",0
1375,proved its resilience as one of the fewearly dot-coms to survive and has continued to thrive inthe post-bubble era since 2002.,0
4997,several technologies have played a crucial role in enabling the development of web 2.,1
6795,"data integration: integrating data from multiple sources into a single, unified view can increase data accessibility.",1
2445,in this example‚ the extranet providesproject management functions for the work in progress and the work teamsinvolved.,0
5840,"flat panel display is a type of electronic display technology that uses flat, thin panels to display visual information.",1
4705,they are not typically used as textbooks or for academic purposes.,1
1061,"prior to the court-ordered breakup of at&t in 1984, the phone industry functioned in a monolithic way and was not very responsive to the needs of the growing computer networking industry.",0
3852,"object-oriented programming support: php supports object-oriented programming, allowing developers to write modular, reusable code.",1
98,"in a series of experiments at duke university, researchers first trained a monkey to operate a joystick to move a shape in a video game.",0
5864,"in software applications such as word processors or graphics editors, users can select a font from a list and apply it to the text they are working on.",1
3823,"phishing and spoofing are two common types of online scams used by cybercriminals to trick users into divulging sensitive information such as passwords, credit card numbers, and other personal data.",1
5678,"the light travels through the fiber by repeatedly bouncing off the walls of the fiber, which are coated with a highly reflective material.",1
1556,hack-ers also tended to work in the wee hours of the night while normal users slept.,0
847,"rather like a bridge player organizing a hand, the selection sort involves finding the record with the lowest key and swapping it with the first record, then scanning back through for the next lowest key and swapping it with the second record, and so on until all the records are sorted.",0
3020,ca (canada).,0
6726,logging: this involves recording error information in logs for later analysis and troubleshooting.,1
1738,"going beyond energy star, the pro-gram is expected to reduce power consumption equivalent to 54 million tons of greenhouse gases annually—about the same as that produced by 11 million cars or 20 large coal-fired power plants.",0
5081,"once you know how to access a web service, you can use it to retrieve data, perform operations, or integrate it into your own applications.",1
975,"in doing so, the systems analyst is aided by methodologies developed by computer scientists over the last several decades ,.",0
2194,unfortunately‚ all the one’s in table 4c do have‚ however‚ some severe weaknesses that limit their reliability and validity.,0
2831,"it is not surprising, then, that data acquisition is one of the fastest-growing fields in computing",0
110,"since one bit is usedto hold the sign and each bit doubles the maximum size, itfollows that a signed integer can have only half the rangeabove or below zero.",0
5921,"for example, the statement ""the temperature is hot"" could be assigned a degree of membership based on how hot it is.",1
3995,this can be useful in cases where the original design or manufacturing process is no longer available or is too expensive to reproduce.,1
4691,"overall, the information in the tcp/ip header is critical to ensuring that data is transmitted reliably and efficiently between network devices.",1
5032,"with the increase in remote work and remote learning, webcams have become a popular tool for communicating and collaborating with others over the internet.",1
2084,it is usually done by sending specially crafted network packets and comparing them against known responses.,0
1304,"there are several ways in which web services can be accessed:, remote procedure call (rpc), which generally uses wsdl and follows a format similar to the traditional way programs call upon library functions, an organization based on the available messages rather than calls or operations ,, representational state transfer (rest), which views applications or services as collections of “resources” with specific addresses (urls) and specific requests using httpa variety of other specifications and approaches can be used; this area is a very fluid one.",0
2792,an expert system is a computer program that uses encoded knowledge and rules of reasoning to draw conclusions or solve problems.,0
1775,"however, by the 1970s the attenu-ation was being reduced to acceptable levels by removing impurities from the fibers.",0
5579,"in the late 1980s and early 1990s, a number of new graphics standards were introduced, including video graphics array (vga), super vga (svga), and xga.",1
3003,"because the system is decentralized, if a particular computer fails, its processes can be replaced by ones running on other machines.",0
3165,"billing records, for example, would have to include customer names and addresses, not just balance totals.",0
526,the stronger signal allows for communication in rougher environments (such as outdoors for tracking cattle or shipping containers).,0
4091,"rpg is still widely used today, particularly in ibm i (formerly known as as/400 or iseries) environments, which are often used in industries such as finance, manufacturing, and healthcare.",1
2889,"any new item is inserted (“pushed”) on top of the last item, and removing (“popping”) an item always removes the item that was last inserted.",0
2667,some intrusiondetection systems have option of being run as a sniffer too.,0
6858,"the company was founded in 1984 by michael dell, who started the business by selling computer upgrades and parts out of his dorm room at the university of texas at austin.",1
1706,pcx is a compressed bitmap format originally used by the popular pc paintbrush program.,0
94,neuroprosthetics is the creation of artificial limbs or sensoryorgans that are directly connected to the nervous system.,0
1209,"a little later, bulletin boards and especially systems such as the well (whole earth ’lectronic link) based in the san francisco bay area , provided long-term outlets for people to share information and interact on-line.",0
2878,"for example, the array is a data structure that can consist of just about any of the basic data types, although all data must be of the same type.",0
2502,"integrated services digital network (isdn) allows voice, video and datato be transmitted over a single telephone line at speeds depending upon thenetwork provider.",0
3839,educate yourself: stay informed about the latest phishing techniques and common scams.,1
6694,"enterprise computing encompasses a wide range of technologies, applications, and services that are used to manage and automate various aspects of an organization's operations, including:enterprise resource planning (erp) systems: erp systems integrate and automate various business processes, such as finance, accounting, human resources, and inventory management, into a single software platform.",1
2075,access control matrix means preparing a system permitting to bring together user and the system’s available resources.,0
2573,because the php code istransformed into html before the page is loaded‚ users cannot view the phpcode on a page.,0
3873,"it has since been adopted by other operating systems, including macos and linux.",1
3726,there are several ways that optical character recognition (ocr) systems can identify characters in an image:pattern recognition: ocr algorithms compare the shape of characters in an image to a database of known character shapes.,1
2421,in 1999 a report identified 805 hardware and / or software products incorporating cryptography manufactured in 35 countries outside the unitedstates.,0
2269,cookies are data files that are stored on a hard disk by some web sites.,0
6341,"a disaster recovery plan (drp) is a documented and structured approach that organizations use to prepare for, respond to, and recover from disasters or disruptions that may affect their critical business operations.",1
2579,ping stands for packet internet (or inter-network) groper and is a packet(small message) sent to test the validity/availability of an ip address ona network.,0
1757,there are a number of ways to make a system more fault tolerant.,0
4563,"in addition to its hardware and software products, sun microsystems was also a pioneer in network computing and was a major contributor to the development of the java programming language.",1
5023,"supporting web standards: browsers are built to support web standards like html, css, and javascript, allowing developers to create web applications that can run on any browser without requiring platform-specific code.",1
2139,"ascii also refers to a protocol for copying files from one computer to another over a network, in which neither computer checks for any errors that might have been caused by static or other problems.",0
2598,anattacker may have gained access via other means such as a dial-up modem‚ atrojan e-mail attachment‚ or a person who is an organization insider.,0
2329,"in addition, the digital certificate will also contain the digital signature ofthe certification authority to allow any recipient to confirm the authenticityof the digital certificate.",0
6102,social engineering attacks - these involve using psychological manipulation techniques to trick people into revealing sensitive information or performing actions that compromise security.,1
2131,3 server to create a patchy server.,0
674,"thus, a hypothesis about the formation of the universe can be tested by applying it to a set of initial conditions believed to reflect those at or near the time of the big bang.",0
5631,"the production and disposal of new devices require energy and resources, while the disposal of old devices generates e-waste.",1
316,"the pdf specifications are open source, so anyone canwrite software to create or read documents in the format.",0
5397,"in the following decades, hacking grew in popularity and became associated with both positive and negative activities.",1
1143,a node at the bottom that does not branch any further is called a terminal node or sometimes a leaf.,0
3179,a chat room is a “virtual space” in which people meet either to socialize generally or to discuss particular topics.,0
6516,"pat is commonly used in small office or home networks, where a limited number of public ip addresses are available, and multiple devices need to access the internet simultaneously.",1
2529,it is easier to maintain and fast enough for small applications.,0
2605,"protocols are,therefore, a set of rules that define how communications should take place,as they are common formulas that enable two separate computers to ‘speak’with and ‘understand’ each other.",0
1774,early optical fiber could not be used for practical com-munication because of progressive attenuation (weakening) of the light as it traveled.,0
5541,"global trends can have a significant impact on computer technology, as they drive demand for new applications, devices, and services, and shape the direction of innovation and development.",1
6,"there are a variety of emerging applications for nlp, including the following:, voice-controlled computer interfaces (such as in aircraft cockpits), programs that can assist with planning or other tasks ,, more-realistic interactions with computer-controlled game characters, robots that interact with humans in various settings such as hospitals, automatic analysis or summarization of news stories and other text, intelligence and surveillance applications (analysis of communication, etc.",0
4437,"sony corporation, commonly referred to as sony, is a multinational conglomerate corporation based in tokyo, japan.",1
3403,"archives: netnews messages are archived on news servers, and users can search through archives to find old messages or topics of interest.",1
6032,"active os fingerprinting is considered an invasive technique as it involves actively probing the target system, and it may trigger security alerts or firewalls on the target system.",1
4291,"it is a physical connector on a computer that enables communication between the computer and external devices, such as printers, scanners, modems, and other peripherals.",1
1994,"on the practical level, computing staffs tended to train newcomers in the specific hardware and machine-level programming languages in use at a particular site.",0
3026,"by 2005, most domspecifications were supported by the major web browsers.",0
2237,web cache is closely related to disk caching and occurs between webservers and a client or many clients.,0
2400,"accordingly, while the uk wants every government transaction to be offered online by 2005, denmark has chosen toprovide all of its citizens with digital signatures to enable them to do all theirtransactions online ,.",0
2755,"at the time the subroutine is called, it is provided with necessary data in the form of global variables or (preferably) parameters, which are variable references or values passed explicitly when the subroutine is called.",0
5088,"navigation can take the form of a table of contents, a search bar, or a hierarchical menu.",1
5371,"this has also created new opportunities for entrepreneurs and digital creators, but has also widened the gap between winners and losers in the digital economy.",1
6208,"if the file being accessed is larger than the available cache memory, the operating system may need to read the file from the hard drive, resulting in slower performance.",1
3426,"one of the earliest computer networks was the sage (semi-automatic ground environment) system, which was developed in the late 1950s by the united states air force.",1
1806,"by storing the files on a central server, ordinary users’ pcs do not need to have larger, more expensive disk drives.",0
5867,"there are two primary ways to store font data in computers:bitmap fonts: bitmap fonts, also known as raster fonts, store the glyph shapes as a bitmap image.",1
86,"although it sounds similar, a storage area network (san) does not function as its own file server.",0
6218,"they follow established procedures to contain, analyze, and mitigate incidents, and may also be responsible for ongoing monitoring, vulnerability identification, and policy development.",1
5752,"file transfer protocols are methods for transferring files over a network, such as the internet.",1
6401,"an extranet typically uses the same technology as the internet, such as web browsers and the hypertext transfer protocol (http), but provides secure access to specific resources that are not publicly available.",1
6572,it is typically the smallest unit of data that can be read from or written to the disk.,1
6411,a firewall is a network security system that monitors and controls incoming and outgoing network traffic based on a set of security rules.,1
6013,this allows for the creation of specialized classes that build upon the properties and behaviors of more general classes.,1
3998,rfid (radio frequency identification) is a technology that uses radio waves to wirelessly transmit data from a tag or label attached to an object to a reader.,1
4669,this allows tcl to be used to create dynamic web pages and web applications.,1
6314,it typically involves encryption and digital watermarking techniques that are applied to the content to prevent it from being copied or used without permission.,1
3203,eliza mimicked a form of nondirective psychotherapy in which the therapist echoes or plays off of the client’s statements as a form of gentle encouragement and validation.,0
2700,"the language was named for gustav eiffel, the architect who designed the famous tower in paris.",0
4187,"portable scanners: these scanners are small and lightweight, and are designed to be easily transported.",1
933,5 million settlement,0
730,a “gender changer” can be used in cases where two devices both have male connectors (with pins) or female connectors (with corresponding sockets).,0
173,advertisers can employ several strategies to keep userswilling to look at ads.,0
865,"unfortunately, the number of comparisons and swaps that must be made makes the bubble sort as slow as the selection sort.",0
837,"” (it also resembled a japanese slang phrase “sony-sony,” for something like what we would call “geeks” or “nerds” today. )",0
2651,the sector is the smallest unit that can be accessed on a disk and it has asize of 512 bytes.,0
569,(another example is the robots that fight in arena combat in the popular robot warsshows. ),0
5284,"large standard library: java comes with a large standard library that includes many pre-built components and tools for common programming tasks, such as file i/o, network communication, and database access.",1
1331,now the writer could see and correct text without having to print it first.,0
1452,"), file system services—creating, opening, reading from, writing to, closing, and deleting files",0
4379,"samsung: samsung is a south korean company that manufactures smartphones and tablets, and uses the android operating system.",1
4595,monitoring system performance and identifying and resolving performance issues.,1
2779,there are a number of ways in which errors can be introduced into the data stream.,0
2016,"these languages were designed for production use on big machines or for scientific research, using punched cards.",0
1403,"however, win-dows nt, 2000, and xp (as well as operating systems such as unix) use preemptive multitasking.",0
1620,programs such as microsoft onenote use handwriting recognition to allow users to incorporate handwritten text into notes that can be orga-nized and quickly retrieved.,0
4170,"in the 1980s, scanners became more widely available as personal computers became more popular.",1
1977,"(this is not necessary, of course, for books that were originally created in digital form",0
287,"for software developers, os x provides an integrateddevelopment environment called “xcode,” which workswith modified open-source compilers for major programming languages, including c, c++, and java.",0
65,the desire for users to share data and to communicate both within and outside their organization led to efforts to link computers together into networks.,0
3932,"however, they are still used in some specialized applications, such as printing receipts and invoices in certain industries.",1
392,"by the mid-1990s, intel was promoting a standard for the automated detection and configuration of devices.",0
4396,one of the key benefits of soap is that it allows applications running on different platforms and written in different programming languages to communicate with each other.,1
5930,"digital libraries are collections of digital materials, such as books, articles, images, videos, and audio recordings, that are made available online through electronic databases or digital repositories.",1
5175,"overall, computing skills have become essential for young people in many areas of life, from education to work and leisure activities.",1
4387,sony: sony is a japanese company that manufactures smartphones and uses the android operating system.,1
1639,"gates showed both technical and business talent as early as age 15, when he developed a computerized traffic-control system.",0
144,different kinds of objects often have analogous methods.,0
5435,"in a hash table, data elements are stored based on their keys, and a hash function is used to map the keys to an index in an array.",1
334,patients often feel they have been left on their own when it comes to obtaining detailed information.,0
2468,firmware often takes the form of a device which is attached to‚ or built into‚a computer‚ such as a rom chip.,0
3363,"use appropriate language: avoid using profanity or other offensive language, and be mindful of the fact that people from different backgrounds and cultures may be reading your posts.",1
4826,"it is called a ""tree"" because it resembles a tree that has a root at the top and branches that spread out in different directions.",1
781,"some typical features of a smart building include the following:, lighting that is controlled by time of day, scheduling, and occupancy sensors, temperature and air-flow sensors to determine the amount of cooling, heating, or fresh air needed, controls for central heating, hot water, and air conditioning systems, optimizing efficiency and minimizing energy use, alarms for intrusion, fire, carbon monoxide/dioxide, and other hazards, alarms indicating failure or unsafe operating conditions for various devices, integration of alarm and status messages with communications systems, enabling users to receive them by e-mail, text message, phone, or other means",0
6396,"xml documents can be validated using a document type definition (dtd) or an xml schema, which ensures that the document conforms to a specific set of rules and guidelines.",1
807,"a soap request (or message) is an ordinary xml file , that includes an “envelope” element specifying it to be a soap message, an optional header, a body element containing the information pertaining to the function or transaction requested, and an optional fault element to specify error processing.",0
4538,this can help prevent spyware from exploiting vulnerabilities in your software.,1
3041,"introduced in 2002, c# (pronounced “c sharp”) is a programming language similar to c++ and java but simplified in several respects and tailored for use with microsoft’s latest programming platform ,.",0
804,"prior to soap, web applications usually communicated through remote procedure calls (rpc).",0
2520,java applets are java applications with some security-related limitationsimposed on them.,0
1039,17,0
6524,"network administrators and security professionals often use port scanning tools to identify open ports and services on their own networks, and to detect and prevent port scanning attempts by unauthorized users.",1
6787,data accessibility refers to the ease with which data can be accessed and used by authorized individuals or systems.,1
4454,selection sort is a simple sorting algorithm that works by repeatedly finding the smallest element from the unsorted part of an array and moving it to the beginning of the array.,1
4726,"net neutrality: this policy issue relates to the principle that all internet traffic should be treated equally, without discrimination or favoritism towards certain websites or services.",1
548,for many years the usenet newsgroup comp.,0
4056,"the first industrial robot, the unimate, was created in 1954 by george devol and joseph engelberger.",1
3791,"conversion: pdf documents can be converted to other file formats, such as microsoft word or html, using software applications or online tools.",1
151,"unfortunately it was hard to measure the actual effectiveness ofads, and web sites (such as for publications) that lookedto third-party advertising as a source of income found theoutlook bleak in the wake of the bursting of the “dot-combubble” of the early 2000 decade.",0
2415,"theencrypted text is called ciphertext ,.",0
7272,"it combines research from psychology, neuroscience, linguistics, philosophy, computer science, and anthropology to understand how the human mind processes information and how we interact with the world around us.",1
898,here we will look at some of the most popular sound file formats.,0
2972,"this makes it easier to create seamless multimedia presentations ,.",0
5063,"the response typically includes headers that provide metadata about the resource, such as its content type, length, and encoding.",1
6028,attackers may also use this technique to identify potential targets for exploits or attacks.,1
1118,"at about a dime a message, texting became a major source of revenue for phone companies.",0
773,artificial intelligence techniques (such as expert systems) can be used to give the individual “actors” in a simulation more realistic behavior.,0
1137,(the program module that keeps track of the progress of transactions is called a transaction monitor. ),0
200,"the first online games appeared in the late 1970s onplato, an educational network, as well as on the earlyinternet of the 1980s.",0
2467,"it can be used to restrict the internal (or intranet) webpages that are published out to the internet ,.",0
4326,"the simulation is then run using various input values or scenarios, and the output is analyzed to understand how the system behaves under different conditions.",1
2308,"concerns about its short key length have doggedthe algorithm since the beginning, and in 1998 a brute-force machine capableof breaking des was built.",0
1537,several legal mechanisms can be used to deter such behavior.,0
282,on top ofthis apple built a distinctive and subtly colorful user interface called aqua and a new version of the macintosh finderfile and program management system,0
7267,"codecs are used in a variety of applications, such as streaming media over the internet, video conferencing, and recording and playing back digital media.",1
6992,"object-oriented programming: c++ was designed to support object-oriented programming (oop), which allows developers to organize their code into classes and objects, making code more modular and easier to maintain.",1
3178,many pc users have become acquainted with chatting through participating in “chat rooms” operated by online services such as america online (aol).,0
177,"finally,as with tv, advertising can be woven into the content itself,such as in online computer games.",0
23,", when replying to an existing message, include enough of the original message to provide context for your reply, but no more.",0
833,"the devices essentially established the modern consumer electronics field, perfectly fitting with a new music fad among american teenagers—rock and roll.",0
60,there are also services that let users simply navigate through the news system by following the links on a web page.,0
2311,this further protects the main system from being accessed byexternal parties or via the internetthe term comes from the buffer zone that was set up between north koreaand south korea following their war in the early 1950s.,0
4866,it also provides an interface between applications and the hardware.,1
670,"even if scientists have a basic understanding of a system, it may be hard to determine what the overall results of the interaction of the many particles (or other elements) in the system will be.",0
3110,"starting in the 1960s, the creation of programs for manipulating flow symbols made it easier both to design flowcharts and to visualize them in varying levels of detail.",0
1694,"this for-mat is usually used for printing, and requires a printer that supports postscript (there are also postscript renderers that run entirely in software, but they tend to be slow and some-what unreliable).",0
6147,"accuracy and reliability - biometric identification systems may not always be accurate or reliable, as factors such as lighting conditions or changes in an individual's appearance can affect the accuracy of the biometric data.",1
1523,"as long as the programs they run follow the rules of the protocol, the computers can be connected by a variety of physical means including ordinary and special phone lines, cable, fiber optics, and even wireless or satel-lite transmission.",0
2154,"success may or may not result in the alteration, releasing or denying of data.",0
2638,"but with home users installing their own routers, denial of serive attacks can become a nightmare.",0
662,this means that maximum efficiency in using the hardware can often give way in favor of catering to the user’s convenience and perceptions by giving more priority to interaction with the user.,0
6899,"digital cash is essentially a digital representation of real-world currency that can be used to buy goods and services online, transfer money between individuals, and conduct other types of financial transactions.",1
1125,touchscreens can detect the pressure of a finger or stylus in several ways: a “resistive” touchscreen uses two layers of electrically conductive metallic material separated by a space.,0
311,"the first stage in making computing available away fromthe office desk was the development of “portable” and thenlaptop computers in the 1980s ,.",0
3230,"in 2005, scientific atlanta—maker of cable modems, digital cable boxes, and other consumer equipment—also became a cisco company.",0
330,"as with many unix scripting languages, perl’s syntax is broadly similar to c. however, the philosophy behind c is to provide a sparse core language with most functionality being handled by standard or add-in program libraries.",0
7145,"in many programming languages, strings are denoted by enclosing the sequence of characters within quotation marks.",1
3920,"early typewriters were purely mechanical, with keys that pressed inked ribbons against paper to create the desired characters.",1
5632,grid computing is a type of distributed computing that involves the coordination of resources across a network of computers to perform a common task.,1
5908,web development: functional programming languages can be used in web development to build scalable and maintainable web applications.,1
4132,"it was created by david heinemeier hansson in 2004 and has since become one of the most popular web frameworks for building dynamic, database-driven web applications.",1
2224,hence‚ fire drills or ‘dress rehearsals’ by simulating various disaster scenarios will permit the organization to be in a better position‚ while recovering faster after a disaster.,0
2350,(see also digital signatures).,0
1484,"how-ever, interpreters run programs considerably more slowly than a compiled program would run.",0
1027,in theory packets can be as large as 65 kbytes; in practice they are limited to a smaller maximum.,0
2498,secure hyper text transfer protocol (https) uses http but additionally activates web server security‚ in the form of secure socket layer (ssl).,0
4289,"by making computing more accessible and user-friendly for seniors, we can help ensure that everyone has the opportunity to benefit from these technologies.",1
1395,"as formidable as the task of extracting the correct (lit-eral) meaning from text can be, it is really only the first level of natural language processing.",0
2078,"users are grouped according to common security needs into functional teams and a group owner is identified who is responsible for group management if necessary, naming standards for resources can be defined based on the findings under 1 & 2 above, thereby further facilitating resource groupings.",0
1687,bitmap formats have the advantage of storing the exact color of every pixel without losing any information.,0
853,"however, that information is not retained.",0
6651,a touch screen is a type of display that allows users to interact with a computer or electronic device by touching the screen directly with their fingers or a stylus.,1
4456,the algorithm proceeds by finding the smallest element in the unsorted subarray and swapping it with the first element in the unsorted subarray.,1
1741,"the purpose of the arrangement can be to provide redundant processing in case of system failures, to dynamically balance a fluctuating work load, or to split large computations into many parts that can be performed simultaneously.",0
258,left and right shift operators8.,0
6735,"raw data is unorganized and unstructured, while processed data has been organized, structured, or analyzed in some way to make it more useful or meaningful.",1
3736,"overall, ocr systems use a combination of these techniques to identify characters in an image, depending on the complexity of the image and the requirements of the application.",1
2140,"the difficulty with ascii is twofold: 1) 2) all special fonts and elements used in a document typed using one software (e. g. , wordperfect) will be lost when the file / document is saved in ascii format and than reloaded by somebody else into wordperfect (or even microsoft word for that matter), and special characters such as those used in german cannot be transferred by ascii (e. g. , ü is transferred as a blank and an ue must be typed instead).",0
5342,"for this reason, more secure protocols such as ssh (secure shell) are often used instead of telnet for remote login sessions.",1
28,"advocates of net neutrality believe that, since there are rather limited choices for broadband internet service, discrimination on the basis of web content could lead to a loss of freedom for consumers and providers alike",0
6947,"org, and .",1
4720,it is important to ensure that these documents are up-to-date and accessible to all employees who need them.,1
2044,"today java applets rep-resent the most widespread use of this idea in web develop-ment ,.",0
3145,cellular automation principles can also be applied to engineering in areas such as pattern or image recognition,0
6256,"while cookies are generally harmless, they can also be used for tracking and advertising purposes, which has led to concerns about user privacy.",1
3931,"today, dot matrix printers are less common, as they have largely been replaced by faster, more efficient printers with higher print quality.",1
2874,"135particular purpose, such as recording scientific observations or keeping track of customers’ account histories.",0
6621,"the language is named after gustave eiffel, the french engineer who designed the eiffel tower.",1
4125,"it has a strong emphasis on object-oriented programming and provides many features for working with objects, including classes, inheritance, and polymorphism.",1
1457,in its early years javascript was perhaps a victim of its own success.,0
2575,"a lot of the syntax of php is borrowed from other languages such as c‚java and perl ,.",0
845,the company also introduced its proprietary “memory stick” for storage,0
633,"sap and oracle have generally had quite different growth strategies: sap grows by expanding and extending its own products, while oracle has grown mainly through acquiring other companies.",0
3876,"compatibility: pnp ensures that devices are compatible with the operating system and other hardware components, reducing the risk of conflicts and compatibility issues.",1
6302,"dos attacks can have serious consequences for organizations, including lost revenue, damage to reputation, and legal liability.",1
385,"computer scientists such as structured programming guru edsger dijkstra decried pl/i’s lack of a clear, welldefined structure.",0
4472,the partitioning process is repeated recursively on each of the subarrays until the entire array is sorted.,1
4495,here are some of the most common sound file formats:wav (waveform audio file format): this is a standard uncompressed audio format that is commonly used for storing high-quality audio.,1
5785,"fsms are used in a variety of applications, including software engineering, circuit design, natural language processing, and many more.",1
210,modern mm orpgs began in the late 1990s with suchtitles as ultima online and everquest.,0
5208,"net is a comprehensive software framework that provides developers with a platform for building a wide range of applications, as well as a set of libraries, tools, and a runtime environment to make development easier and more efficient. . net is a software framework developed by microsoft that provides a platform for building and running a wide range of applications, including desktop applications, web applications, and mobile applications.",1
57,"on unix systems, programs such as elm and tin are popular, while other newsreaders cater to windows, macintosh, and other systems.",0
915,"the fundamental driving force of spam is the fact that, given one has internet access, sending e-mail costs essentially nothing, no matter how many messages are sent.",0
6575,"modern hard disks have sector sizes of 512 bytes or 4 kilobytes, although larger sector sizes are becoming more common.",1
600,"forerunners of rss go back to the mid-1990s, with rdf site summary first appearing in 1999 for use on netscape’s portal.",0
7321,the compilation process is the process by which a compiler translates source code written in a programming language into machine code that can be executed by a computer.,1
5629,the disposal of e-waste in landfills or incineration can also release greenhouse gases such as methane and carbon dioxide.,1
4154,"customer relationship management (crm): sap's crm software helps businesses manage their customer interactions, analyze customer data, and improve customer engagement.",1
2187,biometrics identification systems are based on the recognition of unique morphological characteristics of each individual‚ so that only the physical presence of the person will allow access to the system.,0
6941,"dns allows users to access websites and other resources using easy-to-remember domain names, rather than having to remember the numerical ip addresses.",1
5831,smart mobs are a type of online collective action in which large groups of people use mobile technologies and social media platforms to coordinate and participate in a shared activity.,1
